id,负责人,是否完成（无法完成备注）,function,question,prepareCode,runCode
338,雪莲,,prevState,"在工业设备监控中，设备状态记录为运行（1）、停止（0）或缺失（NULL）。给定变量status的数值向量[1,1,0,NULL,0,1]，生成一个新变量result，表示每个时刻的上一个有效状态（忽略NULL，连续相同状态视为同一阶段）。输出格式应为数值向量，变量名为result。","status = [1, 1, 0, NULL, 0, 1]",result = prevState(status)
339,雪莲,,rdp,某物联网设备每秒钟采集一次位置坐标，形成轨迹点。现有轨迹点向量trackPoints包含1000个点，其中x坐标为递增时间戳（1到1000），y坐标为正弦曲线叠加随机噪声（振幅±5，噪声±0.5）。需要使用矢量压缩算法以阈值0.5进行轨迹简化，保留关键点位。输入数据格式为POINT类型向量trackPoints，输出结果为压缩后的POINT向量result。,"n = 1000
x = 1..n
y = sin(x/100.0)*5.0 + rand(-0.5, 0.5, n)
trackPoints = point(x, y)","result = rdp(trackPoints, 0.5)"
340,雪莲,,remoteRunWithCompression,"某物联网平台需要从边缘节点采集最近24小时内超过5000条传感器日志记录，并确保传输效率。远程节点已建立连接句柄conn，数据表名为sensor_logs，包含timestamp、device_id、metric三列。如何高效获取满足device_id为""S123""且时间在2023.06.01 00:00:00到2023.06.02 00:00:00之间的记录，最终结果存入变量result？","conn = dummy_connection  # 假设已建立的有效连接
# 远程节点存在格式为(table timestamp, device_id SYMBOL, metric DOUBLE)的分布式表
","query_script = '''select * from sensor_logs 
where device_id=""S123"" 
and timestamp between 2023.06.01T00:00:00 : 2023.06.02T00:00:00'''
result = remoteRunWithCompression(conn, query_script)
"
341,雪莲,,renameSchema,"某物联网平台需要将数据仓库中名为""device_2023""的存储架构更名为""device_latest""，该架构属于分类目录""sensorCatalog""。已知当前目录中存在该架构，请编写代码完成重命名操作，结果存储在变量result中。输入数据为字符串格式，输出结果需赋值给result。",,"result = renameSchema(""sensorCatalog"", ""device_2023"", ""device_latest"")"
342,雪莲,,reverse,,,
343,雪莲,,rowDenseRank,"某物联网系统记录了三个传感器每小时的三次温度采集数据，存储在3行3列的矩阵sensorData中（数据为[23,28,NULL]、[25,NULL,22]、[NULL,27,24]）。请对每小时的三次测量值进行逆向密集排名（数值大的排位靠前，空值不参与计算），要求返回与原始矩阵相同维度的整数排位结果。","sensorData = matrix([23 28 NULL, 25 NULL 22, NULL 27 24])","result = rowDenseRank(sensorData, false)"
344,雪莲,,rshift,"在分析物联网设备状态码时，存在一个2行3列的矩阵m，第一行为传感器A的3次采样值[1024,512,256]，第二行为传感器B的3次采样值[128,64,32]。需要将所有数值进行二进制位层面的3格右移操作来压缩数据空间，请实现该转换并将结果存入result。","m = matrix([1024 512 256], [128 64 32])",result = m >> 3
345,雪莲,,runScript,"需要在日志分析系统中动态加载不同项目下的自定义函数模块到配置字典中。已知模块路径为""/modules/DDBLogAnalyser/riskMetrics/projects/portfolioA""下存有maCalc.dos和volatility.dos两个函数文件，要求将这些函数加载到configDict的riskMetricsFunctions键中。输入模块名称""riskMetrics""，项目名称""portfolioA""，配置键名""riskMetricsFunctions""，输出结果存储在result变量。","login(""admin"", ""123456"")
configDict = dict(STRING, ANY)
moduleDir = getHomeDir() + ""/modules/DDBLogAnalyser/riskMetrics/projects/portfolioA""
mkdir(moduleDir, recursive=true)
writeFile(moduleDir + ""/maCalc.dos"", ""def maCalc::projects::portfolioA::maCalc::maCalc(data,window){return mavg(data,window)}"")
writeFile(moduleDir + ""/volatility.dos"", ""def volatility::projects::portfolioA::volatility::volatility(data){return mstd(data)}"")","result = addFunctionsToConfigDict(""riskMetricsFunctions"", ""riskMetrics"", ""portfolioA"")"
346,雪莲,,savePartition,假设某物联网平台需要将传感器采集的设备温度数据存储到分布式数据库中，要求按设备ID进行哈希分区。已知内存表tempData包含字段DeviceID（整型）和Temperature（浮点型），请将其保存到数据库句柄hdl对应的分区表SensorData中，并查询最终总记录数赋值给变量result。,"
login(`admin, `123456)
hdl = database(""dfs://iot_HashDB"", HASH, [INT, 3])
DeviceID = 1..1000
Temperature = rand(40.0..120.0, 1000)
tempData = table(DeviceID, Temperature)
schemaTbl = hdl.createPartitionedTable(tempData, ""SensorData"", ""DeviceID"")
","
savePartition(hdl, tempData, `SensorData)
result = exec count(*) from loadTable(hdl, ""SensorData"")
"
347,雪莲,,seasonalEsd,某物联网温度传感器每半小时采集一次数据，形成连续10天的监测序列。数据包含周期性波动和随机噪声，其中在部分时段存在异常高温。现需基于周期性检测算法找出最多20%的异常点。输入数据为长度240的浮点向量temp_data，要求输出包含异常值索引和数值的表格result。,"n = 240
trend = 0.5 * sin(1..n / 50.0)
seasonal = 8 * sin(pi / 12 * 1..n)
residual = rand(1.5, n) - 0.75
temp_data = trend + seasonal + residual
temp_data[30, 80, 150] += [18.3, 15.7, 17.1]
","result = seasonalEsd(temp_data, 24, true, 0.2, 0.01)
"
348,雪莲,,setMemLimitOfQueryResult,在某个实时监控系统中，为防止大规模设备状态查询导致内存溢出，需要将每次查询返回结果的内存上限设置为1.5GB。已知系统总内存配置满足该限制要求，请编写代码实现此配置，并将最新生效的内存限制值存入变量result。,,"setMemLimitOfQueryResult(1.5)
result = getMemLimitOfQueryResult()"
349,雪莲,,sleep,"模拟温度传感器每隔0.5秒采集一次数据，共采集3次。输入数据temperatureReadings是一个包含3个浮点数的数组（格式:[23.1, 23.3, 23.5]），输出结果result是一个由元组组成的数组，每个元组包含采集时间戳（TIMESTAMP类型）和对应的温度值（FLOAT类型）。请编写数据采集代码。","temperatureReadings = [23.1, 23.3, 23.5]","result = []
for(data in temperatureReadings){
sleep(500)
result.append!(now()::data)
}"
350,雪莲,,sortBy_,"某工厂设备采集的温度数据表device_temp包含列（device_id, timestamp, temperature, status_code）。需要先按设备型号逆序排列，同一设备下再按时间戳由早到晚排序，生成处理后的表格。输入表结构为device_id SYMBOL, timestamp TIMESTAMP, temperature DOUBLE, status_code INT，变量名为dt。请写出实现代码。","dt = table(
take(`DeviceA`DeviceB`DeviceC, 1000) as device_id,
2023.01.01T00:00:00 + 1..1000 as timestamp,
rand(35.5..42.0, 1000) as temperature,
rand(100..599, 1000) as status_code
)
","sortBy!(dt, `device_id`timestamp, [0, 1])
result = dt
"
351,文文,,spline,"某物联网设备每隔一天记录一次温度读数，时间变量X为[2023.05.01T08:00:00, 2023.05.02T08:00:00, 2023.05.03T08:00:00]，对应温度Y为[18.5,20.1,22.3]。需要以每8小时为间隔进行连续温度曲线重建，同时获取重采样时间点和三次插值结果。请输出包含时间序列和温度值的双元素元组到变量result。","X = [2023.05.01T08:00:00, 2023.05.02T08:00:00, 2023.05.03T08:00:00]
Y = [18.5, 20.1, 22.3]","result = spline(X, Y, `8H, outputX=true)"
352,文文,,square,"在物联网传感器数据分析中，现有一个2行3列的矩阵变量sensorReadings，包含数值[1,2,3]和[4,NULL,6]。需要得到每个传感器读数的二次方值矩阵，空值位置保持不变，并将计算结果存储在result变量中。","sensorReadings = matrix([[1,2,3], [4,NULL,6]])",result = square(sensorReadings)
353,文文,,substru,"给定一个包含股票代码的字符串向量symList，每个元素由2位市场代码和6位数字组成。请提取每个股票代码的前两位市场代码，并将结果存储在变量result中。输入数据示例为[""SH600000"",""SZ000001"",""BJ833454""]，输出应返回[""SH"",""SZ"",""BJ""]格式的字符串向量。","symList = [""SH600000"",""SZ000001"",""BJ833454""]
","result = substru(symList, 0, 2)
"
354,文文,,sum4,"在股票收益率分析中，需要统计三支股票的收益率波动特征。给定表t包含时间戳(time)、股票代码(stock_id)、收益率(return)三个字段，其中return列为DOUBLE类型且存在空值。请为每支股票计算收益率值的四次方总和，空值数据不参与计算，结果存储在result变量中。输入表结构示例:[732ms timestamp, ""A""] as time, [""A"",""B"",""C""] as stock_id, [1.0,-2.0,NULL] as return；输出结果为包含stock_id和四次方总和两列的表。","t = table(2023.01.01T09:30:00 2023.01.01T09:31:00 2023.01.01T09:32:00 as time, 
`A`B`C as stock_id, 
[1.0, -2.0, 3.0] as return 
union all 
table(2023.01.01T09:30:00 2023.01.01T09:31:00 2023.01.01T09:32:00, 
`B`C`A, [NULL, 1.5, 2.0]) 
union all 
table(2023.01.01T09:30:00 2023.01.01T09:31:00 2023.01.01T09:32:00, 
`C`A`B, [5.0, NULL, NULL])
)
","result = select sum4(return) as quartic_sum from t group by stock_id
"
355,文文,,tanimoto,在物联网传感器数据分析中，有两个设备采集的时序数据集，sensorSetA为一个3行2列的索引矩阵，行标签为2023-03-01到2023-03-03，列名是PM25和CO2；sensorSetB为一个3行2列的索引矩阵，行标签为2023-03-01、2023-03-03、2023-03-05，列名相同。请计算这两个设备在相同时间节点的环境指标相似度，忽略缺失时间节点，将计算结果存入变量result。,"sensorSetA = matrix(32.1 450, 28.7 412, 35.9 498)
sensorSetA.rename!(2023.03.01..2023.03.03, `PM25`CO2)
sensorSetA.setIndexedMatrix!()

sensorSetB = matrix(31.8 447, 34.2 510, 29.9 403)
sensorSetB.rename!(2023.03.01 2023.03.03 2023.03.05, `PM25`CO2)
sensorSetB.setIndexedMatrix!()","result = tanimoto(sensorSetA, sensorSetB)"
356,文文,,tmcorr,"在物联网监控系统中，传感器每小时采集温度（temp）和湿度（humidity）数据，存储在表m中，包含时间列t（TIMESTAMP类型），数值列temp和humidity。请计算每个时间点前2小时窗口内温度与湿度的相关系数，将结果存入变量result。输入数据格式:表m包含[t: TIMESTAMP, temp: INT, humidity: INT]，输出结果列名为result。","
T = [2023.10.01T08:00, 2023.10.01T09:00, 2023.10.01T10:00, 2023.10.01T11:00, 2023.10.01T12:00]
X = [25, 26, 24, 23, 22]
Y = [60, 58, 62, 65, 63]
m = table(T as t, X as temp, Y as humidity
","
select *, tmcorr(t, temp, humidity, 2h) as result from m
"
357,文文,,tmove,某物联网设备每隔两天采集一次温度数据，但由于网络问题存在缺失记录。请为每个采集时间点查找前移4天对应的温度值；若该时间点无数据，则返回前一个有效温度。已知输入表m包含时间列t（DATE类型）和温度列x（INT类型，允许NULL），输出结果保存到result变量。,"m = table(
[2023.01.02, 2023.01.02, 2023.01.04, 2023.01.06, 2023.01.10, 2023.01.14] as t,
[25, 28, NULL, 22, 27, 24] as x
)
","result = select *, tmove(t, x, 4d) as tmove_temp from m
"
358,文文,,tmvarTopN,在物联网监控场景中，设备每半小时采集一次环境数据。现有时间序列包含时间戳（time）、温度读数（temp）和质量评分（score），其中评分越高表示数据可信度越高。需要为每条记录计算其前3小时窗口内，按质量评分倒序选取最可靠的2个温度读数的波动值，最终结果存储在result变量中。输入数据格式:time为时间类型的向量，temp为整型向量，score为整型向量（含空值）。,"time = 2023.06.15T09:00:00 + 0..6 * 30m
temp = [25, 28, , 30, 26, 27, 24]
score = [80, 92, 75, , 89, 94, 81]
","result = tmvarTopN(time, temp, score, 3h, 2, false)
"
359,文文,,toJson,在物联网监测系统中，有一个设备状态表deviceData，包含三行数据，列为timestamp（时间戳类型）和temperature（浮点类型）。请将其转换为标准的JSON字符串格式，结果存储在变量result中。,"deviceData = table([2023.01.01T00:00:00, 2023.01.01T00:05:00, 2023.01.01T00:10:00] as timestamp, [36.5, 37.0, 36.8] as temperature)",result = toJson(deviceData)
360,文文,,tTest,在量化策略回测中，某因子在股票上的信息系数样本数据存储在表ic_data中，包含ic列共30条记录。现在需要检验该因子的IC均值是否显著不为零，使用95%置信水平。编写代码执行检验并将结果存储在result中。（输入数据格式:内存表ic_data包含数值列ic；输出数据格式:字典result存储检验结果）,"ic_data = table(rand(norm(0.05, 0.1, 30), 30) as ic)","result = tTest(ic_data.ic, , 0, 0.95)"
361,文文,,wc,"某物联网平台采集了一批设备日志，每条日志为字符串格式。已知变量logs=[""Sensor7 TempAlert: 85C"", ""PressureCheck passed at 15:30""], 请分别计算每条日志中的单词数量，将结果存储在result中。","logs = [""Sensor7 TempAlert: 85C"", ""PressureCheck passed at 15:30""]",result = wc(logs)
362,文文,,weekday,"在处理某证券市场的交易数据时，需要将一组日期转换为以周一作为一周起始的星期序号（0代表周一，依次类推到6代表周日）。给定交易日期的向量tradeDates为[2023.03.13, 2023.03.14, 2023.03.15]，编写代码计算对应的序号，并将结果存入变量result。","tradeDates = [2023.03.13, 2023.03.14, 2023.03.15]
","result = weekday(tradeDates, false)
"
